host_t_s,seq,t_ms,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,gyro_norm,acc_norm,flags,used_for_fit
0.0044433389557525516,219,38809,0.013848437927663326,-0.006391586735844612,0.001065264455974102,-0.1435546875,-0.23507079482078552,9.80657958984375,0.01528942125782826,9.810446956118815,449,1
0.009477959014475346,220,38814,0.011717909015715122,0.008522115647792816,0.024501081556081772,-0.15791015326976776,-0.17406006157398224,9.785046577453613,0.028464694697690036,9.787868462769485,449,1
0.014474545954726636,221,38819,0.013848437927663326,0.00532632227987051,0.012783173471689224,-0.08074951171875,-0.21174316108226776,9.77248477935791,0.019584648734983435,9.775111989777404,449,1
0.019434759044088423,222,38824,0.003195793367922306,0.001065264455974102,-0.004261057823896408,-0.20456542074680328,-0.23865966498851776,9.792223930358887,0.005431804248148748,9.797267728777804,449,1
0.024438282009214163,223,38829,0.011717909015715122,-0.0,0.001065264455974102,-0.20097656548023224,-0.15970458090305328,9.80837345123291,0.011766230495011541,9.811732104571762,449,1
0.029568403027951717,224,38834,0.01065264455974102,0.007456851191818714,-0.004261057823896408,-0.15252685546875,-0.19200439751148224,9.747363090515137,0.01368356969477252,9.750447033271845,449,1
0.03444439801387489,225,38839,0.006391586735844612,-0.001065264455974102,0.003195793367922306,-0.18303222954273224,-0.28352048993110657,9.77248477935791,0.0072249750597107795,9.778309845164664,449,1
0.03944139205850661,226,38844,0.001065264455974102,0.011717909015715122,-0.002130528911948204,-0.09151611477136612,-0.19200439751148224,9.837084770202637,0.011957563861689668,9.839384008365526,449,1
0.04450692899990827,227,38849,0.008522115647792816,-0.004261057823896408,0.003195793367922306,-0.0897216796875,-0.33735349774360657,9.767102241516113,0.010049684778310222,9.773338403967953,449,0
0.0495343740331009,228,38854,0.012783173471689224,0.009587380103766918,0.02130528911948204,-0.15073241293430328,-0.16688232123851776,9.83528995513916,0.02663161139935255,9.837860462067564,449,1
0.054447675007395446,229,38859,0.011717909015715122,-0.00532632227987051,-0.003195793367922306,-0.12022704631090164,-0.19020995497703552,9.81734561920166,0.013262435522183659,9.819924102379561,449,1
0.05949438805691898,230,38864,0.009587380103766918,-0.00532632227987051,0.009587380103766918,-0.11304931342601776,-0.17406006157398224,9.797607421875,0.014567272343759367,9.799805520798936,449,1
0.06436491501517594,231,38869,-0.017044231295585632,-0.003195793367922306,-0.02130528911948204,-0.13099364936351776,-0.21892090141773224,9.80657958984375,0.027470607204293767,9.80989749942328,449,1
0.06948837102390826,232,38874,-0.01065264455974102,-0.013848437927663326,-0.001065264455974102,-0.13996581733226776,-0.2332763671875,9.810168266296387,0.017504081167364537,9.813939560979492,449,1
